timestamp,open,high,low,close,volume
2026-03-10 13:30:00+00:00,653.73,657.365,653.73,654.86,4904.0
2026-03-10 13:31:00+00:00,655.28,659.515,655.28,657.12,3580.0
2026-03-10 13:32:00+00:00,657.7,657.72,655.815,655.815,1543.0
2026-03-10 13:33:00+00:00,655.36,655.5,654.275,654.47,1532.0
2026-03-10 13:34:00+00:00,654.39,656.13,654.39,655.57,941.0
2026-03-10 13:35:00+00:00,655.84,656.72,655.37,655.775,933.0
2026-03-10 13:36:00+00:00,656.3,656.63,654.885,655.01,1416.0
2026-03-10 13:37:00+00:00,655.105,656.595,655.105,655.42,1862.0
2026-03-10 13:38:00+00:00,655.575,656.12,654.82,655.46,1177.0
2026-03-10 13:39:00+00:00,655.27,656.94,655.27,656.64,3606.0
2026-03-10 13:40:00+00:00,656.13,656.97,654.75,656.3,6134.0
2026-03-10 13:41:00+00:00,656.425,656.895,655.795,656.31,4518.0
2026-03-10 13:42:00+00:00,656.29,656.29,653.5,654.08,2503.0
2026-03-10 13:43:00+00:00,654.28,655.31,654.25,654.36,1151.0
2026-03-10 13:44:00+00:00,654.11,656.45,654.11,655.88,3052.0
2026-03-10 13:45:00+00:00,656.2,656.2,654.99,655.22,1580.0
2026-03-10 13:46:00+00:00,654.86,655.935,654.27,655.935,248.0
2026-03-10 13:47:00+00:00,656.08,656.59,654.62,654.62,1751.0
2026-03-10 13:48:00+00:00,655.08,655.56,655.065,655.26,794.0
2026-03-10 13:49:00+00:00,655.275,656.55,655.02,656.55,887.0
2026-03-10 13:50:00+00:00,656.68,656.79,656.26,656.58,358.0
2026-03-10 13:51:00+00:00,656.21,656.24,655.0,655.0,677.0
2026-03-10 13:52:00+00:00,655.23,655.23,654.2,654.26,615.0
2026-03-10 13:53:00+00:00,654.13,654.13,653.72,653.84,735.0
2026-03-10 13:54:00+00:00,654.28,654.55,654.12,654.55,921.0
2026-03-10 13:55:00+00:00,654.15,654.225,653.74,653.74,512.0
2026-03-10 13:56:00+00:00,653.42,653.81,652.955,653.22,353.0
2026-03-10 13:57:00+00:00,653.11,653.82,652.9,653.59,410.0
2026-03-10 13:58:00+00:00,653.47,653.47,652.89,652.98,460.0
2026-03-10 13:59:00+00:00,653.25,653.58,653.08,653.58,487.0
2026-03-10 14:00:00+00:00,653.245,653.245,652.39,652.52,964.0
2026-03-10 14:01:00+00:00,652.6,652.88,652.56,652.88,377.0
2026-03-10 14:02:00+00:00,653.38,653.6,653.38,653.6,307.0
2026-03-10 14:03:00+00:00,652.78,652.78,652.53,652.53,278.0
2026-03-10 14:04:00+00:00,653.58,654.17,653.58,654.17,510.0
2026-03-10 14:05:00+00:00,654.24,655.34,654.24,655.14,1631.0
2026-03-10 14:06:00+00:00,654.995,655.085,652.775,653.0,960.0
2026-03-10 14:07:00+00:00,652.5,652.76,651.65,651.65,713.0
2026-03-10 14:08:00+00:00,651.75,651.75,650.21,650.78,3348.0
2026-03-10 14:09:00+00:00,650.25,650.4,649.5,649.68,1134.0
2026-03-10 14:10:00+00:00,649.42,650.1,649.42,649.93,1132.0
2026-03-10 14:11:00+00:00,650.0,650.26,649.495,649.79,2463.0
2026-03-10 14:12:00+00:00,649.17,650.34,649.16,650.27,2130.0
2026-03-10 14:13:00+00:00,650.46,650.99,650.46,650.74,1316.0
2026-03-10 14:14:00+00:00,651.12,651.12,650.85,650.85,258.0
2026-03-10 14:15:00+00:00,650.3,650.3,649.895,650.06,760.0
2026-03-10 14:16:00+00:00,649.83,650.55,649.67,650.51,568.0
2026-03-10 14:17:00+00:00,650.42,650.42,649.48,649.95,558.0
2026-03-10 14:18:00+00:00,649.86,649.98,649.78,649.895,441.0
2026-03-10 14:19:00+00:00,650.35,651.2,650.35,651.06,1207.0
2026-03-10 14:20:00+00:00,650.945,651.25,650.595,651.25,1262.0
2026-03-10 14:21:00+00:00,651.18,651.44,649.95,650.66,3107.0
2026-03-10 14:22:00+00:00,650.97,651.07,650.76,651.07,1633.0
2026-03-10 14:23:00+00:00,651.02,651.23,650.44,651.17,1583.0
2026-03-10 14:24:00+00:00,651.005,651.005,650.58,650.94,1148.0
2026-03-10 14:25:00+00:00,651.02,651.76,650.945,651.72,1784.0
2026-03-10 14:26:00+00:00,651.695,652.38,651.695,652.26,2615.0
2026-03-10 14:27:00+00:00,652.38,652.62,652.14,652.38,1541.0
2026-03-10 14:28:00+00:00,652.235,652.96,652.235,652.69,1563.0
2026-03-10 14:29:00+00:00,652.32,652.32,652.275,652.275,184.0
2026-03-10 14:30:00+00:00,653.08,653.38,653.08,653.38,411.0
2026-03-10 14:31:00+00:00,653.55,653.58,653.44,653.44,342.0
2026-03-10 14:32:00+00:00,653.8,654.27,653.8,654.27,214.0
2026-03-10 14:33:00+00:00,654.285,654.51,654.15,654.51,306.0
2026-03-10 14:34:00+00:00,654.68,655.23,654.68,655.23,160.0
2026-03-10 14:35:00+00:00,655.33,655.4,655.235,655.4,401.0
2026-03-10 14:36:00+00:00,655.3,656.44,655.27,656.34,1238.0
2026-03-10 14:37:00+00:00,656.4,656.4,656.13,656.16,345.0
2026-03-10 14:38:00+00:00,656.66,657.08,656.64,656.92,550.0
2026-03-10 14:39:00+00:00,657.45,657.45,657.27,657.315,1201.0
2026-03-10 14:40:00+00:00,657.42,657.45,657.03,657.13,1126.0
2026-03-10 14:41:00+00:00,657.48,658.1,657.48,657.75,943.0
2026-03-10 14:42:00+00:00,658.26,658.57,658.08,658.465,736.0
2026-03-10 14:43:00+00:00,658.57,658.795,658.12,658.12,1414.0
2026-03-10 14:44:00+00:00,658.02,658.24,657.815,657.98,495.0
2026-03-10 14:45:00+00:00,658.415,659.19,657.86,657.9,1138.0
2026-03-10 14:46:00+00:00,658.02,658.555,658.02,658.555,537.0
2026-03-10 14:47:00+00:00,658.7,658.77,658.175,658.18,780.0
2026-03-10 14:48:00+00:00,658.25,658.72,658.25,658.72,366.0
2026-03-10 14:49:00+00:00,658.72,658.915,658.42,658.455,874.0
2026-03-10 14:50:00+00:00,659.01,659.35,659.01,659.25,1040.0
